gene_id	seqnames	start	end	width	strand
107094	chr19	41862851	41896153	33303	-
107141	chr19	40089679	40113955	24277	+
107146	chr19	12633308	12651737	18430	+
107173	chr19	6938070	6942450	4381	-
107182	chr19	36926079	37014057	87979	+
107197	chr19	8880014	8880933	920	-
107221	chr19	38097079	38114263	17185	+
107227	chr19	7056768	7198062	141295	+
107239	chr19	4164324	4175479	11156	-
107242	chr19	5425144	5427316	2173	+
107250	chr19	45075241	45079289	4049	+
107260	chr19	7198206	7206284	8079	-
107271	chr4	129189795	129219607	29813	+
107272	chr19	15905123	15925059	19937	-
107303348	chr14	59355140	59440880	85741	-
107305	chr19	10688735	10714419	25685	+
107321	chr19	12798609	12833808	35200	+
107328	chr19	6996131	6999285	3155	+
107338	chr19	46152558	46286510	133953	+
107350	chr19	11047612	11050566	2955	-
107351	chr19	25237202	25434496	197295	+
107358	chr19	41210842	41264004	53163	-
107368	chr19	59296084	59345780	49697	-
107371	chr19	37550418	37683249	132832	+
107372	chr19	27430037	27432631	2595	+
107373	chr19	12573525	12589696	16172	+
107375	chr19	5877826	5885768	7943	+
107376	chr19	60144675	60162591	17917	+
107392	chr19	5040307	5049917	9611	+
107435	chr2	71389260	71441622	52363	+
107448	chr13	54949411	55006018	56608	+
107449	chr10	60762595	60831581	68987	-
107476	chr11	84129672	84401651	271980	+
107477	chr17	47385393	47392967	7575	+
107503	chr7	44812256	44816658	4403	-
107508	chr1	185363095	185428355	65261	+
107513	chr13	37966605	37994190	27586	-
107515	chr2	109917647	110014257	96611	+
107522	chr16	20611601	20646485	34885	+
107526	chr6	48684578	48692062	7485	+
107527	chr1	40324627	40365471	40845	+
107528	chrX	105120378	105123961	3584	+
107566	chr8	94666600	94674457	7858	+
107568	chr4	19608300	19709004	100705	-
107569	chr6	56882402	56923932	41531	-
107581	chr4	130047840	130099277	51438	+
107585	chr12	110279230	110281097	1868	+
107586	chr2	144305176	144332080	26905	-
107587	chr15	35296112	35303305	7194	+
107589	chr16	34745210	35002434	257225	+
107605	chr10	127759763	127768299	8537	+
107607	chr6	54923942	54972612	48671	-
107626	chrX	170672644	170678054	5411	+
107650	chr3	94974731	95006937	32207	+
107652	chr1	170141223	170174964	33742	-
107656	chr11	100186781	100193246	6466	-
107684	chr4	46536937	46601929	64993	-
107686	chr7	19149838	19152726	2889	+
107701	chr3	96172506	96177564	5059	+
107702	chr7	141160326	141172851	12526	-
107723	chr2	112266314	112406353	140040	+
107732	chr11	97041586	97049213	7628	+
107733	chr2	24972470	24975098	2629	-
107734	chr1	37890553	37898333	7781	+
107746	chr2	29619720	29740363	120644	+
107747	chr6	90550818	90599171	48354	+
107751	chr14	32599408	32649246	49839	+
107753	chr15	78850860	78855529	4670	-
107765	chr19	36111965	36119844	7880	-
107766	chr17	83831354	83846790	15437	-
107767	chr13	94201433	94285831	84399	-
107769	chr7	81859001	81884079	25079	+
107770	chr8	70072924	70080066	7143	+
107771	chr2	25706879	25707719	841	+
107815	chrX	161117193	161258213	141021	+
107817	chr11	116837432	116843449	6018	-
107823	chr5	33820744	33897966	77223	+
107829	chr11	4895343	4928865	33523	+
107831	chr15	74516196	74589464	73269	+
107849	chr13	13182716	13191925	9210	+
107868	chrY	1298961	1459782	160822	-
107869	chr3	157894248	157925063	30816	-
107885	chr9	89211190	89240225	29036	+
107889	chr13	41101427	41110183	8757	-
107895	chr1	127204986	127482972	277987	+
107932	chr6	125096163	125130501	34339	+
107934	chr9	108826320	108852969	26650	+
107939	chr5	135376140	135394546	18407	-
107951	chr2	32705782	32712784	7003	-
107970	chr13	23695811	23696545	735	+
107971	chr17	47695207	47704286	9080	+
107975	chr19	5133685	5273119	139435	-
107976	chr5	31698050	32084739	386690	+
107986	chr2	91211582	91237066	25485	-
107993	chr9	103424924	103480328	55405	-
107995	chr4	118432901	118437343	4443	-
107999	chr5	110103977	110108197	4221	-
108000	chr1	189640614	189688086	47473	-
108011	chr2	127008711	127069814	61104	+
108012	chrX	163909017	163933666	24650	+
108013	chr18	25477620	25753983	276364	-
108014	chr5	115327177	115333080	5904	+
108015	chr9	55028156	55048544	20389	-
108017	chr6	117933559	117937523	3965	-
108030	chr10	107271831	107425143	153313	+
108037	chr10	127517123	127522444	5322	-
108043	chr8	27368711	27399730	31020	+
108052	chr18	78100091	78142119	42029	-
108058	chr3	126596951	126846326	249376	+
108062	chrX	134059176	134086822	27647	+
108067	chr4	117019408	117086852	67445	+
108068	chr9	106644534	106656109	11576	-
108069	chr5	9485236	9725352	240117	-
108071	chr7	87584168	88135063	550896	+
108072	chr11	50850685	50866208	15524	+
108073	chr6	110645598	111567230	921633	+
108075	chr7	27305141	27337612	32472	-
108077	chr17	34839226	34850204	10979	-
108078	chr6	129485247	129507165	21919	-
108079	chr4	105029650	105109898	80249	-
108083	chr11	97715157	97744704	29548	-
108086	chr5	142990893	143113020	122128	-
108089	chr12	26306794	26415262	108469	-
108096	chr6	142234227	142322981	88755	-
108097	chr3	97658212	97673067	14856	+
108098	chr6	146642579	146650600	8022	+
108099	chr5	24862735	25100642	237908	-
108100	chr11	119943092	120006782	63691	+
108101	chr19	6998958	7019469	20512	-
108105	chr16	19760234	19772753	12520	+
108112	chr18	36664060	36666324	2265	+
108114	chr17	46432185	46438477	6293	-
108115	chr2	180456334	180474853	18520	+
108116	chr7	74275418	74554780	279363	-
108121	chr17	31647082	31658754	11673	-
108123	chr18	62977916	62999451	21536	+
108124	chr7	16098643	16117975	19333	+
108138	chr13	89848914	90089608	240695	-
108143	chr13	100651343	100656060	4718	+
108147	chr1	71557156	71579403	22248	+
108148	chr8	124231394	124345723	114330	+
108150	chr8	57523825	57653055	129231	-
108151	chr5	12383166	12588943	205778	+
108153	chr9	90162978	90200102	37125	+
108154	chr13	104287873	104494763	206891	+
108155	chrX	101640051	101684351	44301	+
108156	chr12	76255232	76319820	64589	+
108159	chr8	33619586	33641976	22391	-
108160	chrX	74313033	74320149	7117	+
108161	chr13	34734850	34747622	12773	+
108176	chr6	85076141	85077126	986	+
108645	chr11	40679314	40695203	15890	-
108652	chr13	38932140	38960875	28736	-
108653	chr6	122447302	122486305	39004	-
108654	chr18	68260185	68300333	40149	-
108655	chr6	98925342	99520993	595652	-
108657	chr1	92910825	92920585	9761	+
108660	chr11	58932288	58938906	6619	-
108664	chr1	5083086	5162549	79464	+
108670	chr14	77904239	78002656	98418	+
108671	chr14	20384638	20388910	4273	-
108672	chrX	104536970	104671064	134095	-
108673	chr19	10941481	10949266	7786	-
108679	chr1	90603425	90613341	9917	+
108682	chr8	85492617	85527558	34942	+
108686	chr11	29374172	29510808	136637	+
108687	chr2	155701673	155729475	27803	-
108689	chr19	47501048	47537020	35973	-
108699	chr2	73610660	73775346	164687	-
108705	chr10	77581767	77598732	16966	+
108707	chr10	77486655	77515813	29159	-
108723	chr5	140872999	141000596	127598	-
108735	chr1	165174341	165194433	20093	-
108737	chr9	119238433	119322427	83995	-
108755	chr4	32800259	32802254	1996	+
108760	chr12	80518471	80603896	85426	+
108767	chr4	33245423	33248787	3365	-
108797	chr7	82867333	82871576	4244	+
108800	chr12	91633009	91786436	153428	-
108802	chr4	109218413	109254577	36165	+
108803	chr11	69816566	69818440	1875	-
108809	chr4	124569179	124575538	6360	+
108811	chr14	77036772	77112263	75492	+
108812	chr1	58658121	58695989	37869	-
108829	chr10	67096125	67256326	160202	+
108832	chr2	151702008	151712157	10150	+
108837	chr9	85687360	85749334	61975	-
108841	chr7	4425665	4445657	19993	-
108853	chr10	5811887	5823943	12057	-
108857	chr18	36560603	36666324	105722	+
108871	chr2	19344317	19352251	7935	+
108888	chr4	155740640	155761098	20459	-
108897	chr2	31950303	31973442	23140	+
108899	chr19	7417625	7425904	8280	+
108900	chr1	131527903	131539035	11133	+
108902	chr19	5038826	5049917	11092	+
108903	chr11	121451949	121617170	165222	+
108907	chr2	119618298	119650160	31863	+
108909	chr1	183297060	183324501	27442	+
108911	chr4	140701473	140723220	21748	+
108912	chr14	67676354	67715841	39488	-
108927	chr3	53041547	53261679	220133	+
108934	chr13	41249844	41276577	26734	+
108937	chr7	99920254	99980458	60205	-
108943	chr3	138143517	138159820	16304	+
108946	chr3	152395473	152462826	67354	+
108950	chr10	71979885	71980690	806	-
108954	chr1	133131166	133139800	8635	+
108956	chr15	77524867	77533315	8449	-
108958	chr2	30364233	30385519	21287	+
108960	chr6	113638467	113695027	56561	+
108961	chr7	48866429	48881596	15168	-
108970	chr9	100022300	100034670	12371	+
108978	chr14	5050629	5059243	8615	+
108989	chr1	150392838	150449935	57098	+
108995	chr19	4184357	4191047	6691	-
109006	chr8	94819818	94838340	18523	-
109019	chr1	51466007	51478399	12393	-
109032	chr1	85576899	85603891	26993	-
109042	chr7	105480616	105482197	1582	-
109050	chr3	105704599	105720842	16244	+
109052	chr15	101563343	101573904	10562	-
109054	chr2	170496428	170519070	22643	+
109065	chr12	69182734	69198429	15696	-
109075	chr15	76327397	76330670	3274	+
109077	chr19	8892987	8897890	4904	+
109079	chr2	4881564	4910556	28993	+
109082	chr13	50417877	50433769	15893	+
109093	chr4	34614958	34660167	45210	+
109095	chr9	106883985	106887000	3016	-
109108	chr5	67306955	67356142	49188	+
109113	chr19	30030513	30093724	63212	+
109115	chr17	44777171	45119284	342114	+
109129	chr2	50279881	50296677	16797	-
109135	chr6	140424099	140597109	173011	+
109136	chr8	79266424	79294956	28533	-
109145	chr8	23226610	23237668	11059	-
109151	chr8	90828835	91054508	225674	+
109154	chr5	115142981	115158176	15196	-
109161	chr9	55149369	55207529	58161	+
109168	chr19	7494040	7538609	44570	+
109169	chr18	36300101	36301478	1378	+
109181	chr12	101837372	101913171	75800	-
109198	chr1	73618381	73864466	246086	-
109202	chr5	122989354	122998341	8988	+
109205	chr10	43002500	43174530	172031	-
109212	chr11	72042502	72047370	4869	+
109215	chr8	108553252	108584677	31426	-
109218	chr6	42261970	42264555	2586	+
109222	chr3	67478886	67515523	36638	-
109225	chr19	11321039	11336146	15108	-
109229	chr9	35216965	35267805	50841	-
109232	chr1	179668231	179687184	18954	+
109241	chr2	48949508	49318074	368567	+
109242	chr4	41390748	41464848	74101	-
109245	chr3	116562973	116583134	20162	+
109246	chr6	127961400	128143578	182179	-
109254	chr13	41763148	41847616	84469	-
109263	chr4	121145373	121215076	69704	-
109264	chr7	89632505	89854359	221855	+
109267	chr5	135960223	135974476	14254	-
109270	chr15	84663244	84703673	40430	+
109272	chr10	88518279	88605152	86874	-
109275	chr2	158624913	158639211	14299	+
109280	chr9	119220491	119231692	11202	-
109284	chr10	79910053	79916930	6878	-
109294	chr1	10993465	11303682	310218	+
109299	chr2	26136807	26140506	3700	-
109305	chr5	123015074	123030452	15379	+
109314	chr3	92122204	92123947	1744	-
109323	chr5	43515569	43616586	101018	+
109331	chr4	49632060	49656886	24827	+
109332	chr9	123172285	123216038	43754	-
109333	chr3	142790902	142882004	91103	-
109335	chr10	110600650	110615961	15312	+
109342	chr11	61672782	61720799	48018	-
109344	chr2	150667494	150668932	1439	+
109346	chr1	36538171	36547252	9082	-
109349	chr2	27110379	27142477	32099	-
109359	chr7	132859225	132885114	25890	+
109361	chr15	79889532	79893138	3607	-
109552	chr5	8046078	8069314	23237	+
109575	chr19	3992752	3999512	6761	+
109593	chr6	138364481	138581968	217488	-
109594	chr7	109138565	109175207	36643	-
109620	chr13	38151294	38198577	47284	+
109624	chr6	34598544	34775469	176926	+
109637	chr7	30603092	30612734	9643	-
109648	chr6	49822710	49829505	6796	+
109652	chr9	106432981	106438236	5256	-
109658	chr4	129626077	129641065	14989	-
109660	chr8	105931994	105933862	1869	-
109663	chr15	102954526	102956701	2176	+
109672	chr18	84851414	84879863	28450	+
109674	chr3	108074062	108086666	12605	-
109676	chr3	126921607	127499115	577509	-
109685	chr9	107581296	107587359	6064	+
109689	chr7	99535486	99606771	71286	+
109697	chr6	30639218	30645361	6144	+
109700	chr13	114958081	115101964	143884	-
109711	chr12	80167542	80260371	92830	-
109731	chrX	16709281	16817366	108086	-
109754	chr15	83153501	83172208	18708	-
109778	chr2	127070657	127097084	26428	+
109785	chr9	86552476	86571842	19367	-
109791	chr17	28558210	28560766	2557	-
109801	chr17	30592862	30612659	19798	-
109815	chr7	66079649	66089405	9757	+
109820	chr17	47726842	47734478	7637	+
109821	chr8	45241168	45262031	20864	-
109828	chr15	4988762	5063773	75012	-
109857	chr16	93683219	93690991	7773	+
109880	chr6	39603237	39725463	122227	-
109889	chr7	13042303	13054764	12462	-
109900	chr5	130011503	130024331	12829	-
109901	chr15	100674422	100687920	13499	-
109904	chrX	60055956	60179089	123134	-
109905	chr3	105727260	105801381	74122	-
109910	chr19	12766939	12796123	29185	-
109929	chr12	76348900	76369560	20661	-
109934	chr11	76416732	76577739	161008	-
109959	chr3	113249178	113258699	9522	-
109978	chr6	136848451	136857600	9150	-
109979	chr5	92331827	92414627	82801	+
110006	chr5	129989021	130002828	13808	-
110012	chr10	79669410	79676126	6717	+
110033	chr7	127027731	127042420	14690	-
110052	chr13	47084767	47106221	21455	-
110058	chr7	118381856	118448219	66364	-
110074	chr2	125247248	125259049	11802	+
110075	chr5	98854415	98884053	29639	+
110078	chr2	150786796	150831748	44953	+
110082	chr15	28203766	28472045	268280	+
110084	chr14	31260375	31323896	63522	-
110094	chrX	160502166	160598878	96713	+
110095	chr12	70190815	70227683	36869	-
110109	chr6	125131883	125144753	12871	+
110115	chr15	74834892	74841643	6752	-
110119	chr9	57544268	57552752	8485	-
110135	chr3	83042246	83049863	7618	-
110147	chr17	34898492	34914050	15559	+
110157	chr6	115618573	115676635	58063	-
110168	chr14	121911434	121915774	4341	-
110172	chr11	95384922	95391652	6731	+
110173	chr3	135485611	135571403	85793	+
110175	chr6	54985095	54992867	7773	-
110187	chr7	33942997	33944985	1989	-
110196	chr3	89093588	89101967	8380	-
110197	chr16	22466569	22657231	190663	-
110198	chr4	139310744	139318786	8043	+
110208	chr4	149149985	149166707	16723	-
110213	chr15	99392947	99410049	17103	+
110253	chr15	78947724	79005869	58146	+
110257	chr11	32283672	32297310	13639	+
110265	chr14	64122621	64455903	333283	-
110279	chr10	75060896	75184923	124028	+
110304	chr8	55940825	56125352	184528	+
110308	chr15	101707070	101712891	5822	-
110310	chr15	101412403	101427806	15404	+
110312	chr10	88091072	88092374	1303	+
110323	chr7	30616974	30626151	9178	-
110326	chr4	152027914	152038490	10577	-
110332	chr17	53507460	53539451	31992	-
110333	chr10	92081746	92165178	83433	-
110350	chr9	6928503	7177230	248728	-
110351	chr4	137664726	137729861	65136	+
110355	chr19	4285999	4306222	20224	-
110379	chr6	113728052	113740681	12630	-
110380	chrX	152609509	152769486	159978	-
110382	chr4	104766317	104804548	38232	+
110385	chr8	70724064	70751176	27113	+
110391	chr5	45434032	45450229	16198	-
110417	chr12	79080670	79089670	9001	-
110446	chr9	53580522	53610350	29829	-
110454	chr15	74994877	74998031	3155	-
110460	chr17	12943042	12960725	17684	-
110511	chr2	87532035	87532958	924	+
110521	chr13	42052021	42185026	133006	+
110524	chr5	108647044	108660769	13726	-
110532	chr10	77290727	77418273	127547	-
110542	chr15	102445367	102454639	9273	+
110557	chr17	35425108	35430053	4946	+
110593	chr4	143107391	143212709	105319	-
110595	chr6	115245616	115251849	6234	-
110596	chr13	97898595	98206439	307845	-
110606	chr12	76837467	76921412	83946	+
110611	chr1	93405940	93478917	72978	-
110616	chr12	101918901	101958243	39343	-
110637	chr9	42520412	42944371	423960	-
110639	chrX	167346320	167382749	36430	-
110648	chr1	167689558	167848733	159176	+
110651	chrX	159210307	159368244	157938	+
110695	chr18	56525736	56572939	47204	-
110696	chr17	36365004	36368417	3414	-
110749	chr16	93883901	93906106	22206	+
110750	chr2	166906096	166946389	40294	+
110751	chr2	131050817	131063814	12998	-
110784	chr8	76902508	77243639	341132	+
110789	chr13	81095068	81633144	538077	-
110794	chr14	54710363	54712174	1812	-
110796	chr18	84011627	84086562	74936	-
110805	chr4	46344194	46345309	1116	+
110809	chr11	88047373	88053757	6385	+
110816	chr10	78170910	78185149	14240	-
110821	chr14	122534328	122889944	355617	+
110826	chr7	43444072	43457800	13729	+
110829	chr10	58323466	58424691	101226	+
110834	chr9	55011343	55026559	15217	-
110835	chr9	54980880	55007779	26900	+
110842	chr9	55454436	55512243	57808	-
110854	chr2	30416050	30447807	31758	+
110855	chr19	38132781	38183951	51171	+
110862	chr15	65994915	66286224	291310	-
110876	chr2	65670445	65767447	97003	+
110877	chr8	69037708	69089222	51515	-
110880	chr11	106318593	106349390	30798	-
110886	chr7	57407669	57510059	102391	-
110891	chr7	16130300	16160511	30212	+
110893	chr12	81197915	81333180	135266	-
110895	chr1	40580227	40630731	50505	+
110902	chr14	66140960	66152948	11989	+
110911	chr2	132263148	132312050	48903	+
110920	chr16	75755191	75766818	11628	-
110935	chr6	83743017	83758810	15794	+
110948	chr16	94129306	94290286	160981	-
110954	chrX	74270816	74273135	2320	+
110956	chr17	34996724	35000958	4235	-
110957	chr1	186967416	186970627	3212	+
110958	chr6	82946922	83030309	83388	+
110959	chr7	35547185	35555928	8744	-
110960	chr15	11383663	11399658	15996	-
110962	chr10	127281956	127288771	6816	-
111002	chr13	4248735	4249777	1043	+
111173	chr6	119570796	119848150	277355	-
111174	chr10	23920406	23921404	999	+
111175	chr1	72259173	72284314	25142	-
111186	chr9	115281092	115282070	979	-
111368	chr2	131909928	131956131	46204	+
111970	chr2	71530638	71537891	7254	-
111975	chr7	142659693	142670356	10664	+
112403	chr17	34837019	34839186	2168	+
112405	chr8	124908587	124949254	40668	-
112406	chr7	27158658	27166802	8145	-
112407	chr12	54178981	54203874	24894	-
112408	chr6	132855438	132856355	918	+
112415	chr7	27674661	27706482	31822	+
112417	chr5	87240492	87254788	14297	-
112418	chr9	108392834	108397767	4934	+
112419	chr19	34617051	34640743	23693	-
112422	chr4	147611936	147642508	30573	-
11287	chr6	128483567	128526720	43154	-
11298	chr11	116593687	116597680	3994	+
11302	chr11	120007316	120047145	39830	-
11303	chr4	53030789	53159895	129107	-
11304	chr3	122044460	122180061	135602	+
11305	chr2	25428674	25448539	19866	+
11306	chrX	104280565	104413846	133282	-
11307	chr17	31057694	31117981	60288	+
11308	chr2	22939989	23040241	100253	-
11350	chr2	31688537	31804362	115826	+
11352	chr1	156558787	156649619	90833	+
11354	chr7	34021567	34022881	1315	+
11363	chr1	66830839	66863309	32471	-
11364	chr3	153922353	153944643	22291	-
11370	chr11	70010183	70015428	5246	-
113845	chr6	90035933	90036841	909	-
113846	chr6	90021888	90022820	933	+
113847	chr6	89869461	89870529	1069	-
113848	chr6	89844518	89845615	1098	-
113849	chr6	90178716	90179645	930	+
113850	chr6	90202817	90203656	840	+
113851	chr6	90269106	90270053	948	+
113852	chr6	90107275	90108207	933	+
113853	chr6	90223317	90224438	1122	-
113854	chr6	89893274	89894206	933	+
113855	chr6	89714203	89715135	933	+
113856	chr6	89976171	89977100	930	+
113857	chr6	89740888	89747414	6527	+
113858	chr6	57113425	57114360	936	+
113859	chr6	58307297	58308208	912	+
113860	chr6	57137353	57138252	900	+
113862	chr6	57209858	57210760	903	+
113863	chr6	57258149	57259048	900	+
113864	chr6	57233439	57234350	912	+
113865	chr6	57978394	57979302	909	-
113868	chr9	119341294	119350295	9002	+
11409	chr5	115110299	115119346	9048	-
114128	chr15	34238026	34284295	46270	+
114141	chr16	26463135	26482764	19630	+
114142	chr6	14901349	15441977	540629	+
114143	chr4	117884330	117887329	3000	-
11416	chr3	63942324	63964733	22410	-
11418	chr11	80880163	81968396	1088234	-
11419	chr15	99670718	99701130	30413	+
11421	chr11	105967945	105989964	22020	+
114228	chr6	41458930	41463786	4857	+
114229	chr10	79916971	79922272	5302	+
11423	chr5	137287766	137294466	6701	+
114230	chr11	72028722	72037509	8788	-
114249	chr3	132881745	132950291	68547	-
11425	chr7	19678084	19681460	3377	-
114255	chr8	94863828	94876312	12485	-
11426	chr4	123349633	123684360	334728	-
11428	chr4	40143265	40199009	55745	+
11429	chr15	81872463	81915137	42675	+
11430	chr11	116171883	116199045	27163	-
114301	chr3	116918262	116968952	50691	-
114304	chr13	58553308	58610877	57570	-
11431	chr12	30893326	30911612	18287	-
11432	chr2	91202912	91214098	11187	+
11433	chr9	22126727	22135746	9020	-
114332	chr7	110850607	110862953	12347	-
11434	chr15	89568326	89574585	6260	+
11435	chr2	73563281	73580338	17058	-
11438	chr2	181022311	181039177	16867	-
11440	chr8	27403212	27413944	10733	-
11441	chr7	63098692	63212526	113835	-
11443	chr11	69784036	69795937	11902	-
11444	chr3	89753448	89764632	11185	-
11447	chr1	87190597	87200070	9474	+
114479	chr8	70882889	70892757	9869	-
11448	chr11	70614883	70619194	4312	-
11449	chr1	87205811	87211835	6025	+
11450	chr16	23146536	23157968	11433	+
11451	chr9	36693220	36698837	5618	+
114565	chr16	97947435	97962622	15188	-
114566	chr15	101541221	101550659	9439	-
114570	chr17	46428942	46431771	2830	+
114584	chr17	35050243	35058719	8477	+
114585	chr17	35126402	35128855	2454	+
11459	chr8	123891758	123894775	3018	-
114600	chr6	132114221	132364135	249915	-
114601	chr19	5707374	5726317	18944	-
114602	chr9	107547310	107551319	4010	+
114604	chr16	97791467	97851850	60384	-
114606	chr10	81590905	81600900	9996	-
11461	chr5	142903115	142906754	3640	-
114615	chr18	73735038	73754479	19442	-
11464	chr2	114047284	114052875	5592	-
114640	chr7	45180995	45181838	844	+
114641	chr1	39367851	39371910	4060	+
114642	chr5	107331194	107387058	55865	+
114643	chr5	120800199	120812514	12316	-
114644	chr2	165405295	165473197	67903	-
11465	chr11	120345687	120348495	2809	-
114652	chr17	35108300	35111953	3654	+
114654	chr17	35071348	35074464	3117	-
114661	chr17	25308646	25311876	3231	+
114662	chr17	25318654	25322684	4031	+
114663	chr18	67289223	67318841	29619	+
114664	chr5	103989765	104021796	32032	-
114666	chr7	142228795	142229971	1177	-
114668	chr1	185497306	185498014	709	+
114671	chr10	22066309	22068079	1771	-
114673	chr9	3190269	3199813	9545	-
114674	chr5	134184038	134224355	40318	+
114676	chr10	28921963	28923507	1545	-
114679	chr11	3514702	3517351	2650	+
11468	chr6	83512909	83536251	23343	-
11470	chr4	56743422	56744925	1504	+
11471	chr4	56740005	56741425	1421	-
114712	chr12	33928425	33929309	885	+
114713	chr9	96539300	96631536	92237	-
114714	chr11	87377607	87404954	27348	-
114715	chr2	117121071	117182277	61207	+
114716	chr11	19924442	20022597	98156	+
11472	chr13	12269427	12340732	71306	-
11474	chr19	4861216	4877909	16694	-
114741	chr14	52160419	52197239	36821	-
11475	chr19	34240336	34255373	15038	-
114763	chr17	35064437	35065596	1160	+
11477	chr2	58446438	58566828	120391	-
114774	chr10	108332189	108414391	82203	+
11479	chr15	101174125	101212601	38477	+
11480	chr2	48814109	48903264	89156	+
11481	chr9	119402178	119442148	39971	+
11482	chr15	101128522	101145336	16815	+
11484	chr11	73304988	73324637	19650	-
11486	chr2	163726571	163750239	23669	-
114863	chr8	27042555	27056132	13578	+
114868	chr7	18519702	18532227	12526	-
11487	chr9	70679001	70780229	101229	+
114871	chr7	18422536	18432055	9520	-
114872	chr7	17203477	17215756	12280	+
114873	chr9	45426628	45753713	327086	+
114874	chr14	45593171	45658143	64973	-
114875	chr6	139989722	140041417	51696	-
11488	chr11	102761439	102780262	18824	+
114886	chr11	116645595	116654313	8719	-
114889	chr2	150680702	150689137	8436	-
11489	chr7	133883199	134225097	341899	-
114893	chr3	35892105	35932966	40862	-
114896	chr8	123477862	123503916	26055	+
11490	chr3	89339012	89350010	10999	-
11491	chr12	21323509	21373632	50124	-
11492	chr11	46054502	46147347	92846	+
11495	chr14	66027329	66077733	50405	-
11496	chr5	8072347	8368160	295814	-
11497	chr8	24677234	24725825	48592	-
11498	chr12	81419443	81422039	2597	-
11499	chr8	24727093	24824369	97277	-
11500	chr14	68497337	68533689	36353	-
11501	chr7	139978932	139992562	13631	-
11502	chr8	24949611	25016922	67312	-
11504	chr16	85793828	85803113	9286	-
11512	chr15	98589986	98607633	17648	-
11513	chr8	88272403	88329962	57560	+
11514	chr15	64699035	64922296	223262	-
11515	chr16	4284886	4420498	135613	-
11516	chr17	93199017	93206537	7521	+
11517	chr6	55451978	55501455	49478	+
11518	chr5	34573714	34632305	58592	+
11519	chr6	86028681	86124409	95729	+
11520	chr4	86656565	86670059	13495	-
11522	chr3	138277645	138290691	13047	+
11529	chr3	138217773	138232042	14270	+
11532	chr3	138437200	138455499	18300	+
11534	chr14	21052574	21448569	395996	+
11535	chr7	110627669	110629819	2151	+
11536	chr10	127749602	127751798	2197	-
11537	chr10	79890853	79892660	1808	+
11538	chr2	168180965	168207112	26148	-
11539	chr1	134199215	134235457	36243	-
11540	chr10	75316877	75334792	17916	+
11541	chr11	62248984	62266452	17469	+
11542	chr3	105904421	105908928	4508	+
11544	chr16	38445399	38452689	7291	-
11545	chr1	180568975	180601254	32280	+
11546	chr14	50807946	50821300	13355	+
11548	chr11	43774605	43901237	126633	-
11549	chr14	66635251	66771168	135918	+
11550	chr2	131545357	131562285	16929	-
11551	chr19	54045182	54048982	3801	+
11552	chr2	127363286	127367221	3936	+
11553	chr5	35278566	35281763	3198	+
11554	chr19	56722372	56724862	2491	+
11555	chr18	62177713	62179981	2269	-
11556	chr8	27225776	27229588	3813	-
11564	chr15	80948490	80970947	22458	+
11565	chr12	112620047	112641355	21309	+
11566	chr1	177763178	177796509	33332	-
11567	chr10	127000709	127020994	20286	+
11568	chr11	5861866	5872248	10383	+
11569	chr6	140622663	140678472	55810	+
11571	chr17	40293758	40319207	25450	-
11572	chr17	40221777	40242258	20482	-
11576	chr5	90490714	90508907	18194	+
11593	chr8	53511702	53523422	11721	+
11595	chr7	79053483	79115099	61617	+
11596	chr17	34597850	34600937	3088	+
11600	chr15	42424667	42676977	252311	-
11601	chr8	18690263	18741562	51300	-
11602	chr2	151911332	151944654	33323	+
11603	chr4	156165290	156197488	32199	-
11604	chr8	105566695	105637474	70780	-
11605	chrX	134588169	134601005	12837	-
11606	chr8	124556587	124569707	13121	-
11607	chr13	30336356	30382867	46512	+
11608	chr3	20314473	20367177	52705	-
11609	chrX	21484624	21488833	4210	+
11610	chr4	148077061	148088064	11004	-
11611	chr1	93135240	93145421	10182	+
11614	chrX	86191775	86195946	4172	+
11615	chr16	46152991	46155077	2087	-
11622	chr12	35497979	35534989	37011	-
11624	chr13	74211118	74292331	81214	-
11625	chr16	22892015	22899451	7437	+
11628	chr6	122553809	122564180	10372	+
11629	chr17	35170992	35176001	5010	-
11630	chr10	43950307	44004846	54540	-
11632	chr19	4113756	4125858	12103	-
11634	chr10	78030022	78043610	13589	-
11636	chr2	32621758	32635058	13301	+
11637	chr4	128993224	129011529	18306	+
11639	chr4	101419289	101467771	48483	+
11640	chr11	88830792	88864586	33795	-
11641	chr4	57845248	57896984	51737	+
11642	chr6	126853098	126874308	21211	+
11643	chrX	7067515	7078606	11092	+
11647	chr4	137741731	137796384	54654	-
11648	chr1	87124973	87127912	2940	+
11650	chr1	87086691	87089928	3238	-
11651	chr12	112653821	112674276	20456	-
11652	chr7	27591560	27639453	47894	+
11655	chr9	106233455	106247954	14500	-
11656	chrX	150547417	150570622	23206	+
11657	chr5	90460870	90476602	15733	+
11658	chr16	52248996	52452997	204002	-
11666	chrX	73716597	73738534	21938	+
11668	chr19	20601982	20643462	41481	+
11669	chr5	121566027	121593824	27798	-
11670	chr11	61208742	61218416	9675	+
116701	chr5	108694229	108706950	12722	+
11671	chr11	61244752	61267186	22435	-
116731	chr18	36930285	37187660	257376	+
116732	chr6	30896981	30915573	18593	-
116733	chr8	107031326	107045756	14431	+
11674	chr7	126795234	126800447	5214	-
116746	chr8	19225478	19228209	2732	+
116748	chr4	126096653	126098584	1932	+
